year,entity_code,entity,affected_legal_good,type_of_crime,subtype_of_crime,modality,month,count,Date
2017,1,Aguascalientes,Heritage or property,Robbery,Auto Parts Theft,Without violence,01,129.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Carrier Theft,With violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Carrier Theft,Without violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Street Robbery,With violence,01,32.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Street Robbery,Without violence,01,57.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Public Space Robbery,With violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Public Space Robbery,Without violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Individual Public Transport Robbery,With violence,01,3.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Individual Public Transport Robbery,Without violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Public Transportation Robbery,With violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Public Transportation Robbery,Without violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Individual Transportation Robbery,With violence,01,2.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Individual Transportation Robbery,Without violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Bank Institution Robbery,With violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Bank Institution Robbery,Without violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Business Robbery,With violence,01,27.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Business Robbery,Without violence,01,124.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Cattle Theft,With violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Cattle Theft,Without violence,01,17.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Theft of industrial or agricultural tool With violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Theft of industrial or agricultural tool Without violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Tractor theft With violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Tractor theft Without violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,"Theft of cables, pipes, and other objects for public services With violence",01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,"Theft of cables, pipes, and other objects for public services Without violence",01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Other Thefts,With violence,01,0.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Robbery,Other Thefts,Without violence,01,166.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Fraud,Fraud,Fraud,01,54.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Embezzlement,Breach of Trust,Breach of trust,01,29.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Extortion,Extortion,Extortion,01,13.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Property damage,Property Damage,Property damage,01,178.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Dispossession,Dispossession,Dispossession,01,8.0,2017-01-01
2017,1,Aguascalientes,Heritage or property,Other crimes against heritage or property,Other crimes against property,Other crimes against property,01,0.0,2017-01-01
2017,1,Aguascalientes,The family,Domestic violence,Family Violence,Family violence,01,56.0,2017-01-01
2017,1,Aguascalientes,The family,Gender-based violence in all its forms other than domestic violence,Gender Violence in all its forms other than family violence,Gender violence in all its forms other than family violence,01,0.0,2017-01-01
2017,1,Aguascalientes,The family,Non-compliance with family support obligations,Non-compliance with family assistance obligations,Non-compliance with family assistance obligations,01,2.0,2017-01-01
2017,1,Aguascalientes,The family,Other crimes against the family,Other crimes against the family,Other crimes against the family,01,16.0,2017-01-01
2017,1,Aguascalientes,Society,Corruption of minors,Corruption of minors,Corruption of minors,01,6.0,2017-01-01
2017,1,Aguascalientes,Society,Human trafficking,Human Trafficking,Human trafficking,01,0.0,2017-01-01
2017,1,Aguascalientes,Society,Other crimes against society,Other crimes against society,Other crimes against society,01,0.0,2017-01-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Drug trafficking (small-scale),Drug dealing,Drug dealing,01,68.0,2017-01-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Threats,Threats,Threats,01,99.0,2017-01-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Burglary,Housebreaking,Housebreaking,01,24.0,2017-01-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Prisoner escape,Prisoner Evasion,Prisoner evasion,01,0.0,2017-01-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Forgery,Falsity,Falsity,01,8.0,2017-01-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Counterfeiting,Forgery,Forgery,01,27.0,2017-01-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Environmental crimes,Environmental crimes,Against the environment,01,0.0,2017-01-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Crimes committed by public officials,Crimes committed by public servants,Crimes committed by public servants,01,1.0,2017-01-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Electoral crimes,Electoral crimes,Electoral crimes,01,0.0,2017-01-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Other common law crimes,Other common-law crimes,Other common-law crimes,01,110.0,2017-01-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Intentional Homicide,With firearm,01,5.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Intentional Homicide,With sharp weapon,01,1.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Intentional Homicide,With another element,01,3.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Intentional Homicide,Not specified,01,0.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Manslaughter,With firearm,01,0.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Manslaughter,With sharp weapon,01,0.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Manslaughter,In traffic accident,01,11.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Manslaughter,With another element,01,0.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Manslaughter,Not specified,01,0.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Intentional Injury,With firearm,01,4.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Intentional Injury,With sharp weapon,01,8.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Intentional Injury,With another element,01,218.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Intentional Injury,Not specified,01,29.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Unintentional Injury,With firearm,01,0.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Unintentional Injury,With sharp weapon,01,2.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Unintentional Injury,In traffic accident,01,55.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Unintentional Injury,With another element,01,14.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Unintentional Injury,Not specified,01,0.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Feminicide,Feminicide,With firearm,01,0.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Feminicide,Feminicide,With sharp weapon,01,0.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Feminicide,Feminicide,With another element,01,0.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Feminicide,Feminicide,Not specified,01,0.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Abortion,Abortion,Abortion,01,2.0,2018-01-01
2018,1,Aguascalientes,Life and bodily integrity,Other crimes against life and bodily integrity,Other crimes against life and bodily integrity,Other crimes against life and bodily integrity,01,0.0,2018-01-01
2018,1,Aguascalientes,Personal freedom,Kidnapping,Kidnapping,Extortion kidnapping,01,0.0,2018-01-01
2018,1,Aguascalientes,Personal freedom,Kidnapping,Kidnapping,Kidnapping with hostage taking,01,0.0,2018-01-01
2018,1,Aguascalientes,Personal freedom,Kidnapping,Kidnapping,Kidnapping to cause harm,01,0.0,2018-01-01
2018,1,Aguascalientes,Personal freedom,Kidnapping,Kidnapping,Express kidnapping,01,0.0,2018-01-01
2018,1,Aguascalientes,Personal freedom,Kidnapping,Kidnapping,Other types of kidnappings,01,0.0,2018-01-01
2018,1,Aguascalientes,Personal freedom,Child trafficking,Child Trafficking,Child trafficking,01,0.0,2018-01-01
2018,1,Aguascalientes,Personal freedom,Abduction,Abduction,Abduction,01,0.0,2018-01-01
2018,1,Aguascalientes,Personal freedom,Other crimes against personal freedom,Other crimes against personal freedom,Other crimes against personal freedom,01,19.0,2018-01-01
2018,1,Aguascalientes,Sexual freedom and security,Sexual abuse,Sexual Abuse,Sexual abuse,01,0.0,2018-01-01
2018,1,Aguascalientes,Sexual freedom and security,Sexual harassment,Sexual Harassment,Sexual harassment,01,0.0,2018-01-01
2018,1,Aguascalientes,Sexual freedom and security,Sexual harassment,Sexual Bullying,Sexual bullying,01,7.0,2018-01-01
2018,1,Aguascalientes,Sexual freedom and security,Simple rape,Simple Rape,Simple rape,01,9.0,2018-01-01
2018,1,Aguascalientes,Sexual freedom and security,Aggravated rape,Equivalent Rape,Equivalent rape,01,4.0,2018-01-01
2018,1,Aguascalientes,Sexual freedom and security,Incest,Incest,Incest,01,0.0,2018-01-01
2018,1,Aguascalientes,Sexual freedom and security,Other crimes against sexual freedom and security,Other crimes against sexual freedom and security,Other crimes against sexual freedom and security,01,13.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Home Burglary,With violence,01,3.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Home Burglary,Without violence,01,301.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Motor Vehicle Theft,4-wheel car theft With violence,01,7.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Motor Vehicle Theft,4-wheel car theft Without violence,01,230.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Motor Vehicle Theft,Motorcycle theft With violence,01,1.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Motor Vehicle Theft,Motorcycle theft Without violence,01,65.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Motor Vehicle Theft,Theft of small and large boats With violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Motor Vehicle Theft,Theft of small and large boats Without violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Auto Parts Theft,With violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Auto Parts Theft,Without violence,01,160.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Carrier Theft,With violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Carrier Theft,Without violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Street Robbery,With violence,01,63.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Street Robbery,Without violence,01,118.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Public Space Robbery,With violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Public Space Robbery,Without violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Individual Public Transport Robbery,With violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Individual Public Transport Robbery,Without violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Public Transportation Robbery,With violence,01,7.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Public Transportation Robbery,Without violence,01,3.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Individual Transportation Robbery,With violence,01,2.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Individual Transportation Robbery,Without violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Bank Institution Robbery,With violence,01,1.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Bank Institution Robbery,Without violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Business Robbery,With violence,01,13.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Business Robbery,Without violence,01,152.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Cattle Theft,With violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Cattle Theft,Without violence,01,34.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Theft of industrial or agricultural tool With violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Theft of industrial or agricultural tool Without violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Tractor theft With violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Tractor theft Without violence,01,1.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,"Theft of cables, pipes, and other objects for public services With violence",01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,"Theft of cables, pipes, and other objects for public services Without violence",01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Other Thefts,With violence,01,0.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Robbery,Other Thefts,Without violence,01,207.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Fraud,Fraud,Fraud,01,107.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Embezzlement,Breach of Trust,Breach of trust,01,73.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Extortion,Extortion,Extortion,01,16.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Property damage,Property Damage,Property damage,01,325.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Dispossession,Dispossession,Dispossession,01,30.0,2018-01-01
2018,1,Aguascalientes,Heritage or property,Other crimes against heritage or property,Other crimes against property,Other crimes against property,01,0.0,2018-01-01
2018,1,Aguascalientes,The family,Domestic violence,Family Violence,Family violence,01,86.0,2018-01-01
2018,1,Aguascalientes,The family,Gender-based violence in all its forms other than domestic violence,Gender Violence in all its forms other than family violence,Gender violence in all its forms other than family violence,01,0.0,2018-01-01
2018,1,Aguascalientes,The family,Non-compliance with family support obligations,Non-compliance with family assistance obligations,Non-compliance with family assistance obligations,01,10.0,2018-01-01
